streamer_id,product_id,date,price,discount_rate,views,conversion_rate,cost_per_unit,shelf_life_days,holiday_flag,quantity_sold,CCE
S6,P007,2024-09-16 00:00:00,23.02,0.17,44957,0.0206,6.92,31,0,926,1.091
S7,P003,2024-09-16 01:00:00,23.38,0.19,100835,0.0033,7.32,74,0,332,0.1776
S3,P003,2024-09-16 02:00:00,17.15,0.27,40606,0.0408,5.6,173,0,1656,2.1523
S20,P015,2024-09-16 03:00:00,14.96,0.3,43893,0.0322,5.07,107,0,1413,1.7085
S16,P009,2024-09-16 04:00:00,23.45,0.27,12342,0.0358,3.89,93,0,441,1.6738
S5,P006,2024-09-16 05:00:00,16.79,0.13,9784,0.0036,4.5,60,0,35,0.1529
S24,P014,2024-09-16 06:00:00,6.9,0.21,56156,0.0095,9.43,178,1,533,0.507
S20,P001,2024-09-16 07:00:00,27.53,0.32,84416,0.0177,5.78,110,0,1494,0.9914
S5,P005,2024-09-16 08:00:00,12.19,0.28,84224,0.0037,3.79,140,0,311,0.1973
S13,P009,2024-09-16 09:00:00,18.9,0.06,34577,0.0433,10.42,147,0,1497,2.2501
S25,P009,2024-09-16 10:00:00,29.28,0.18,7849,0.0353,8.1,91,0,277,1.5704
S19,P013,2024-09-16 11:00:00,19.6,0.11,67775,0.025,6.27,114,0,1694,1.378
S9,P014,2024-09-16 12:00:00,24.69,0.19,119990,0.0366,3.88,90,0,4391,2.1277
S19,P004,2024-09-16 13:00:00,7.26,0.28,62213,0.0306,5.71,174,1,1903,1.6764
S20,P008,2024-09-16 14:00:00,25.99,0.17,91166,0.0116,8.15,27,0,1057,0.6499
S13,P009,2024-09-16 15:00:00,17.59,0.28,51908,0.0439,9.62,110,0,2278,2.3707
S5,P008,2024-09-16 16:00:00,24.03,0.11,53255,0.0154,3.81,158,0,820,0.8255
S2,P009,2024-09-16 17:00:00,19.37,0.27,41022,0.0244,4.14,74,0,1000,1.2834
S20,P013,2024-09-16 18:00:00,18.5,0.08,114275,0.017,4.77,155,0,1942,0.9774
S5,P002,2024-09-16 19:00:00,23.93,0.11,74222,0.0419,7.33,15,0,3109,2.337
S7,P006,2024-09-16 20:00:00,9.62,0.31,64177,0.0397,9.28,40,0,2547,2.1848
S1,P015,2024-09-16 21:00:00,10.57,0.05,37190,0.0444,4.72,26,0,1651,2.3238
S18,P009,2024-09-16 22:00:00,21.8,0.22,67938,0.0277,5.06,109,1,1881,1.5285
S9,P006,2024-09-16 23:00:00,24.98,0.12,115719,0.0259,7.38,160,0,2997,1.4973
S16,P005,2024-09-17 00:00:00,19.23,0.33,104591,0.0235,6.77,123,0,2457,1.3455
S7,P009,2024-09-17 01:00:00,17.32,0.17,7852,0.005,3.58,106,1,39,0.2117
S24,P013,2024-09-17 02:00:00,7.68,0.2,17699,0.0041,7.14,76,0,72,0.188
S25,P004,2024-09-17 03:00:00,15.27,0.18,100048,0.0294,7.67,15,1,2941,1.68
S3,P009,2024-09-17 04:00:00,28.36,0.23,114238,0.0385,9.38,118,0,4398,2.2294
S17,P002,2024-09-17 05:00:00,10.4,0.14,29079,0.0174,8.65,81,1,505,0.8817
S1,P006,2024-09-17 06:00:00,8.51,0.22,28187,0.0172,10.11,137,0,484,0.8687
S14,P010,2024-09-17 07:00:00,16.57,0.2,92630,0.0255,5.89,73,0,2362,1.4456
S17,P006,2024-09-17 08:00:00,9.39,0.12,44388,0.0302,8.1,84,0,1340,1.6033
S16,P002,2024-09-17 09:00:00,6.7,0.05,82002,0.0047,4.54,32,0,385,0.2534
S1,P004,2024-09-17 10:00:00,26.59,0.28,74008,0.0423,4.59,99,0,3130,2.3588
S10,P003,2024-09-17 11:00:00,14.86,0.3,112156,0.0055,7.15,178,0,616,0.3073
S22,P011,2024-09-17 12:00:00,16.61,0.31,30534,0.0209,5.1,93,0,638,1.0666
S2,P001,2024-09-17 13:00:00,9.78,0.15,75278,0.0114,9.31,48,0,858,0.6275
S23,P014,2024-09-17 14:00:00,11.88,0.17,110349,0.0344,7.95,125,0,3796,1.9847
S22,P012,2024-09-17 15:00:00,21.16,0.35,115121,0.0076,5.44,86,0,874,0.4303
S15,P004,2024-09-17 16:00:00,12.94,0.22,100345,0.0103,10.19,87,0,1033,0.5806
S1,P014,2024-09-17 17:00:00,28.59,0.09,49677,0.0193,3.6,30,1,958,1.031
S13,P010,2024-09-17 18:00:00,25.46,0.15,98400,0.0345,4.39,70,0,3394,1.9707
S1,P003,2024-09-17 19:00:00,24.74,0.14,106061,0.021,9.73,57,0,2227,1.2025
S20,P008,2024-09-17 20:00:00,18.71,0.28,36997,0.0042,5.07,153,0,155,0.2084
S20,P010,2024-09-17 21:00:00,24.9,0.26,19335,0.0383,9.14,141,0,740,1.8775
S5,P013,2024-09-17 22:00:00,21.46,0.21,90243,0.0292,10.39,151,0,2635,1.6534
S8,P010,2024-09-17 23:00:00,10.96,0.26,99080,0.0221,6.58,104,0,2189,1.2587
S2,P010,2024-09-18 00:00:00,27.23,0.27,34753,0.0437,6.33,109,0,1518,2.2721
S24,P003,2024-09-18 01:00:00,15.37,0.25,75902,0.0376,5.53,18,0,2853,2.1001
S23,P015,2024-09-18 02:00:00,6.19,0.17,43093,0.0187,5.01,25,0,805,0.9852
S17,P015,2024-09-18 03:00:00,16.44,0.3,86511,0.0205,5.03,118,0,1773,1.1527
S10,P001,2024-09-18 04:00:00,8.65,0.31,34680,0.0385,6.63,175,0,1335,1.9999
S4,P006,2024-09-18 05:00:00,28.4,0.16,101035,0.0319,9.92,130,0,3223,1.8255
S10,P010,2024-09-18 06:00:00,16.92,0.1,48880,0.0211,5.96,43,0,1031,1.1266
S20,P010,2024-09-18 07:00:00,25.99,0.11,109044,0.0384,8.3,63,0,4187,2.2146
S25,P005,2024-09-18 08:00:00,21.93,0.18,46949,0.0147,8.7,78,0,690,0.7781
S3,P014,2024-09-18 09:00:00,27.86,0.23,58584,0.0341,4.55,130,0,1997,1.8593
S25,P010,2024-09-18 10:00:00,22.5,0.16,34227,0.0116,7.33,174,0,397,0.5931
S18,P006,2024-09-18 11:00:00,29.96,0.33,39142,0.0419,10.17,30,0,1640,2.203
S14,P014,2024-09-18 12:00:00,9.17,0.24,104477,0.0034,4.9,46,0,355,0.184
S10,P001,2024-09-18 13:00:00,8.74,0.26,106818,0.0048,3.53,17,1,512,0.2654
S3,P014,2024-09-18 14:00:00,10.48,0.22,61552,0.04,7.61,118,0,2462,2.193
S11,P015,2024-09-18 15:00:00,17.27,0.16,68539,0.0386,7.07,167,0,2645,2.1366
S7,P011,2024-09-18 16:00:00,6.99,0.29,91390,0.02,8.33,30,0,1827,1.1298
S24,P001,2024-09-18 17:00:00,12.74,0.33,93787,0.0416,9.56,26,0,3901,2.3688
S3,P011,2024-09-18 18:00:00,21.78,0.24,58879,0.0376,5.7,147,0,2213,2.0523
S1,P012,2024-09-18 19:00:00,29.21,0.19,87569,0.0283,9.76,107,0,2478,1.5978
S9,P004,2024-09-18 20:00:00,29.31,0.18,29134,0.023,7.94,92,0,670,1.1697
S2,P013,2024-09-18 21:00:00,16.46,0.21,75858,0.032,4.88,119,0,2427,1.7854
S22,P013,2024-09-18 22:00:00,23.73,0.28,19151,0.0091,5.3,50,0,174,0.4361
S15,P001,2024-09-18 23:00:00,12.16,0.11,18713,0.0417,7.49,31,0,780,2.0385
S8,P013,2024-09-19 00:00:00,12.56,0.06,96619,0.0171,5.93,132,1,1652,0.9689
S5,P015,2024-09-19 01:00:00,23.84,0.12,48548,0.0045,5.38,17,0,218,0.2303
S9,P001,2024-09-19 02:00:00,17.18,0.1,66484,0.0154,4.85,64,0,1023,0.8426
S6,P003,2024-09-19 03:00:00,11.15,0.08,42157,0.0032,4.43,74,0,134,0.1579
S18,P012,2024-09-19 04:00:00,22.38,0.2,50274,0.0294,7.73,134,0,1478,1.5788
S3,P006,2024-09-19 05:00:00,15.92,0.16,94867,0.0196,9.71,38,0,1859,1.1106
S22,P009,2024-09-19 06:00:00,8.23,0.09,50238,0.0445,7.34,139,0,2235,2.396
S13,P015,2024-09-19 07:00:00,27.79,0.06,78125,0.0232,5.26,159,0,1812,1.2944
S22,P011,2024-09-19 08:00:00,20.45,0.18,75143,0.0154,4.36,152,0,1157,0.852
S7,P009,2024-09-19 09:00:00,29.96,0.05,38560,0.0218,5.65,169,0,840,1.1385
S14,P014,2024-09-19 10:00:00,16.69,0.08,21880,0.0396,5.83,39,0,866,1.9662
S25,P015,2024-09-19 11:00:00,17.52,0.12,71583,0.0321,6.53,50,0,2297,1.7817
S23,P001,2024-09-19 12:00:00,20.75,0.07,38286,0.0276,5.34,135,1,1056,1.4438
S9,P010,2024-09-19 13:00:00,22.05,0.22,51715,0.0219,3.51,155,0,1132,1.176
S7,P011,2024-09-19 14:00:00,28.08,0.32,87564,0.0155,7.4,63,0,1357,0.8695
S8,P010,2024-09-19 15:00:00,25.29,0.16,8381,0.0294,7.4,125,0,246,1.3155
S21,P006,2024-09-19 16:00:00,6.76,0.16,17593,0.0108,9.11,38,1,190,0.5154
S15,P008,2024-09-19 17:00:00,22.07,0.05,105256,0.0431,10.3,18,0,4536,2.4796
S5,P001,2024-09-19 18:00:00,23.87,0.06,14878,0.007,10.38,66,0,104,0.3238
S12,P014,2024-09-19 19:00:00,11.6,0.18,95806,0.0448,9.96,159,0,4292,2.5568
S11,P008,2024-09-19 20:00:00,15.67,0.14,90679,0.011,6.39,58,0,997,0.6153
S14,P011,2024-09-19 21:00:00,12.15,0.28,75677,0.0099,6.11,64,0,749,0.5436
S13,P002,2024-09-19 22:00:00,22.69,0.15,74627,0.0124,5.14,137,0,925,0.6832
S15,P012,2024-09-19 23:00:00,8.61,0.18,24645,0.0113,4.7,169,1,278,0.5588
S10,P014,2024-09-20 00:00:00,7.38,0.34,41220,0.0159,5.69,27,0,655,0.8323
S10,P006,2024-09-20 01:00:00,29.2,0.15,116740,0.0257,9.3,90,0,3000,1.4868
S19,P015,2024-09-20 02:00:00,13.1,0.24,46409,0.0422,8.27,129,0,1958,2.2547
S23,P003,2024-09-20 03:00:00,27.77,0.27,44765,0.0133,4.65,99,0,595,0.6997
S1,P005,2024-09-20 04:00:00,17.66,0.21,13035,0.0069,5.51,16,0,89,0.3144
S4,P011,2024-09-20 05:00:00,17.23,0.11,57588,0.0272,6.84,100,0,1566,1.4782
S3,P008,2024-09-20 06:00:00,8.62,0.25,111822,0.0366,10.04,82,0,4092,2.1148
S1,P011,2024-09-20 07:00:00,28.62,0.35,84112,0.0298,10.12,134,0,2506,1.6771
S8,P013,2024-09-20 08:00:00,6.08,0.29,79380,0.023,10.04,83,0,1825,1.2849
S12,P006,2024-09-20 09:00:00,19.96,0.32,117558,0.0336,6.29,69,1,3949,1.9488
S16,P004,2024-09-20 10:00:00,17.73,0.07,82831,0.0075,6.22,108,0,621,0.4122
S24,P003,2024-09-20 11:00:00,9.51,0.18,28743,0.0184,10.14,144,0,528,0.932
S19,P008,2024-09-20 12:00:00,18.57,0.25,112761,0.0203,7.51,145,0,2289,1.1683
S11,P007,2024-09-20 13:00:00,7.39,0.05,118033,0.0355,9.99,69,0,4190,2.0605
S19,P005,2024-09-20 14:00:00,15.84,0.31,15724,0.0147,9.25,161,0,231,0.6977
S22,P011,2024-09-20 15:00:00,29.5,0.13,59653,0.0419,9.18,159,0,2499,2.2912
S17,P004,2024-09-20 16:00:00,22.55,0.07,113853,0.0129,7.19,165,1,1468,0.7385
S14,P001,2024-09-20 17:00:00,26.29,0.32,10318,0.0129,7.44,165,1,133,0.5836
S24,P010,2024-09-20 18:00:00,9.17,0.34,82345,0.0415,10.28,137,0,3417,2.3361
S5,P012,2024-09-20 19:00:00,16.38,0.23,29487,0.0273,9.48,113,0,804,1.3923
S1,P009,2024-09-20 20:00:00,20.24,0.34,69540,0.0276,6.36,118,0,1919,1.5262
S23,P002,2024-09-20 21:00:00,22.08,0.07,21266,0.0343,10.34,154,0,729,1.6965
S23,P008,2024-09-20 22:00:00,13.96,0.17,50231,0.0209,8.43,128,1,1049,1.1186
S8,P012,2024-09-20 23:00:00,28.25,0.18,59542,0.0342,4.85,36,0,2036,1.8675
S22,P008,2024-09-21 00:00:00,23.17,0.12,24624,0.0172,8.65,22,0,423,0.8571
S25,P005,2024-09-21 01:00:00,20.36,0.21,27691,0.0442,4.9,36,1,1223,2.2481
S25,P005,2024-09-21 02:00:00,19.98,0.3,64798,0.037,5.94,170,0,2397,2.0371
S5,P014,2024-09-21 03:00:00,13.34,0.17,90814,0.0447,7.07,130,0,4059,2.5391
S24,P004,2024-09-21 04:00:00,23.17,0.11,65233,0.0345,7.8,154,1,2250,1.8998
S6,P001,2024-09-21 05:00:00,27.29,0.25,109608,0.0223,3.67,28,0,2444,1.2814
S14,P012,2024-09-21 06:00:00,13.3,0.28,57312,0.0301,7.62,122,1,1725,1.6364
S18,P007,2024-09-21 07:00:00,15.67,0.12,40621,0.0304,9.42,27,0,1234,1.6005
S2,P014,2024-09-21 08:00:00,22.15,0.32,119684,0.0055,3.68,17,0,658,0.309
S25,P008,2024-09-21 09:00:00,23.72,0.09,8426,0.0143,7.51,28,1,120,0.6338
S16,P001,2024-09-21 10:00:00,12.3,0.31,101340,0.02,6.13,83,0,2026,1.1401
S17,P012,2024-09-21 11:00:00,7.31,0.3,58944,0.0373,8.76,151,0,2198,2.0361
S8,P002,2024-09-21 12:00:00,8.11,0.35,68156,0.0248,8.75,87,0,1690,1.3676
S2,P001,2024-09-21 13:00:00,11.26,0.25,26350,0.0122,5.07,165,0,321,0.6084
S22,P013,2024-09-21 14:00:00,13.14,0.11,61807,0.0325,6.03,74,1,2008,1.7802
S23,P015,2024-09-21 15:00:00,19.02,0.06,110724,0.0227,7.93,159,0,2513,1.3058
S13,P006,2024-09-21 16:00:00,29.74,0.22,115003,0.0135,9.81,172,0,1552,0.7741
S3,P010,2024-09-21 17:00:00,10.78,0.1,12614,0.0163,6.39,150,0,205,0.7571
S17,P008,2024-09-21 18:00:00,16.77,0.35,89769,0.044,6.0,101,0,3949,2.4966
S20,P010,2024-09-21 19:00:00,6.68,0.32,94268,0.0372,9.79,45,0,3506,2.1179
S18,P003,2024-09-21 20:00:00,6.52,0.1,108080,0.0363,10.35,129,0,3923,2.0912
S14,P015,2024-09-21 21:00:00,17.78,0.17,89849,0.0405,8.88,110,0,3638,2.2972
S2,P012,2024-09-21 22:00:00,10.52,0.06,94979,0.0093,6.73,18,0,883,0.5205
S25,P011,2024-09-21 23:00:00,6.56,0.09,114351,0.0277,5.04,175,0,3167,1.6006
S3,P004,2024-09-22 00:00:00,28.46,0.14,21065,0.0361,5.76,65,0,760,1.7844
S3,P011,2024-09-22 01:00:00,12.25,0.21,14725,0.0162,9.26,16,0,238,0.7649
S8,P006,2024-09-22 02:00:00,25.4,0.2,68346,0.0327,7.72,139,0,2234,1.8076
S4,P008,2024-09-22 03:00:00,21.46,0.22,34412,0.0296,8.34,97,0,1018,1.5335
S14,P007,2024-09-22 04:00:00,20.77,0.16,44712,0.0385,7.48,176,1,1721,2.0488
S4,P004,2024-09-22 05:00:00,11.03,0.22,63442,0.0227,7.62,76,0,1440,1.2426
S8,P008,2024-09-22 06:00:00,7.42,0.28,56105,0.0375,10.32,150,0,2103,2.0378
S19,P006,2024-09-22 07:00:00,11.63,0.35,10318,0.014,9.88,36,0,144,0.6344
S11,P008,2024-09-22 08:00:00,20.63,0.13,29271,0.0314,9.27,15,0,919,1.6021
S23,P012,2024-09-22 09:00:00,22.92,0.17,116473,0.0245,9.92,167,0,2853,1.4165
S13,P001,2024-09-22 10:00:00,17.9,0.31,63227,0.0423,4.61,71,0,2674,2.3255
S9,P008,2024-09-22 11:00:00,21.76,0.13,80776,0.0052,8.27,61,0,420,0.2813
S8,P006,2024-09-22 12:00:00,10.33,0.16,99149,0.0098,4.81,99,0,971,0.5512
S12,P013,2024-09-22 13:00:00,20.79,0.11,13647,0.0083,9.0,85,0,113,0.3826
S18,P013,2024-09-22 14:00:00,10.31,0.12,89896,0.0123,3.99,124,0,1105,0.689
S22,P003,2024-09-22 15:00:00,6.43,0.17,36672,0.0075,6.17,105,1,275,0.3816
S3,P005,2024-09-22 16:00:00,9.48,0.34,44799,0.0181,4.77,78,0,810,0.9567
S3,P006,2024-09-22 17:00:00,14.02,0.23,16107,0.0147,9.63,98,0,236,0.6995
S13,P007,2024-09-22 18:00:00,24.97,0.28,29495,0.0083,4.65,64,1,244,0.4146
S25,P007,2024-09-22 19:00:00,14.53,0.14,90782,0.0104,6.6,49,0,944,0.5811
S8,P012,2024-09-22 20:00:00,8.79,0.19,74555,0.0445,5.17,64,0,3317,2.4838
S12,P001,2024-09-22 21:00:00,7.65,0.09,97920,0.0334,6.57,44,1,3270,1.9066
S12,P002,2024-09-22 22:00:00,12.47,0.08,41267,0.0194,9.64,158,0,800,1.0184
S17,P002,2024-09-22 23:00:00,18.16,0.27,63726,0.0143,8.99,172,0,911,0.7785
S1,P006,2024-09-23 00:00:00,22.94,0.33,27506,0.02,4.92,107,0,550,1.0097
S12,P014,2024-09-23 01:00:00,7.08,0.16,62783,0.0231,8.8,123,0,1450,1.2635
S11,P003,2024-09-23 02:00:00,26.05,0.17,72880,0.0191,8.14,20,0,1392,1.0568
S16,P015,2024-09-23 03:00:00,9.03,0.27,64520,0.017,6.56,92,0,1096,0.9289
S7,P001,2024-09-23 04:00:00,17.88,0.15,87073,0.0136,6.79,38,0,1184,0.761
S3,P001,2024-09-23 05:00:00,25.69,0.12,15589,0.0188,7.18,62,0,293,0.895
S5,P003,2024-09-23 06:00:00,6.39,0.08,119260,0.0238,4.14,73,0,2838,1.3785
S18,P006,2024-09-23 07:00:00,17.67,0.2,101755,0.0368,4.44,106,0,3744,2.1091
S9,P008,2024-09-23 08:00:00,7.98,0.16,64685,0.0221,4.12,174,0,1429,1.2115
S11,P011,2024-09-23 09:00:00,20.63,0.26,91863,0.0375,5.43,32,0,3444,2.1303
S8,P008,2024-09-23 10:00:00,13.02,0.26,119167,0.0259,3.71,81,0,3086,1.5011
S18,P001,2024-09-23 11:00:00,21.91,0.34,11291,0.0154,4.31,176,0,173,0.706
S2,P013,2024-09-23 12:00:00,28.0,0.12,114999,0.0292,9.03,115,0,3357,1.6888
S20,P007,2024-09-23 13:00:00,6.98,0.23,77040,0.029,8.62,31,0,2234,1.6191
S7,P007,2024-09-23 14:00:00,11.64,0.32,75962,0.0228,6.86,131,0,1731,1.2686
S2,P004,2024-09-23 15:00:00,10.31,0.13,13580,0.0306,5.64,97,0,415,1.4435
S6,P008,2024-09-23 16:00:00,22.83,0.2,112013,0.0422,10.47,113,1,4726,2.4407
S21,P005,2024-09-23 17:00:00,11.65,0.27,86527,0.0241,8.06,70,0,2085,1.3574
S3,P001,2024-09-23 18:00:00,18.46,0.22,19174,0.0158,4.72,29,0,302,0.7665
S23,P001,2024-09-23 19:00:00,7.59,0.29,51302,0.021,6.1,107,0,1077,1.1263
S9,P008,2024-09-23 20:00:00,16.23,0.31,16535,0.0286,4.25,145,0,472,1.3765
S3,P009,2024-09-23 21:00:00,6.48,0.31,63212,0.0431,3.78,56,0,2724,2.3697
S20,P010,2024-09-23 22:00:00,22.61,0.17,37494,0.0344,5.16,18,0,1289,1.799
S16,P002,2024-09-23 23:00:00,22.8,0.34,75327,0.0124,5.41,86,0,934,0.6837
S13,P005,2024-09-24 00:00:00,24.52,0.22,44513,0.0156,7.48,167,0,694,0.8224
S25,P010,2024-09-24 01:00:00,27.66,0.11,70645,0.0432,7.94,142,0,3051,2.3992
S15,P009,2024-09-24 02:00:00,23.33,0.23,39152,0.0334,8.09,72,0,1307,1.7536
S13,P011,2024-09-24 03:00:00,27.98,0.12,13024,0.0305,9.93,163,0,397,1.4324
S21,P008,2024-09-24 04:00:00,12.75,0.29,102540,0.0274,8.32,161,0,2809,1.5682
S1,P002,2024-09-24 05:00:00,19.84,0.06,29627,0.0393,8.18,31,0,1164,2.0108
S24,P004,2024-09-24 06:00:00,25.32,0.33,87392,0.0054,7.23,65,0,471,0.2947
S1,P002,2024-09-24 07:00:00,22.87,0.18,61789,0.0325,5.83,82,0,2008,1.7801
S9,P009,2024-09-24 08:00:00,27.74,0.13,94852,0.0339,9.41,176,0,3215,1.93
S22,P014,2024-09-24 09:00:00,18.46,0.09,85044,0.0401,8.39,76,0,3410,2.2634
S18,P013,2024-09-24 10:00:00,17.86,0.21,10540,0.0036,8.59,159,0,37,0.1542
S24,P004,2024-09-24 11:00:00,20.6,0.19,10983,0.0441,8.9,89,0,484,2.0391
S22,P015,2024-09-24 12:00:00,28.46,0.3,115620,0.0165,4.39,85,0,1907,0.9493
S18,P003,2024-09-24 13:00:00,9.21,0.13,22146,0.0415,5.92,113,0,919,2.0636
S23,P012,2024-09-24 14:00:00,22.76,0.16,98342,0.011,9.6,175,0,1081,0.6198
S6,P007,2024-09-24 15:00:00,11.01,0.3,92708,0.0201,8.66,95,0,1863,1.1369
S6,P009,2024-09-24 16:00:00,9.01,0.14,34066,0.0132,4.41,132,1,449,0.6763
S19,P005,2024-09-24 17:00:00,23.82,0.29,40330,0.0305,8.69,38,0,1230,1.6047
S17,P011,2024-09-24 18:00:00,10.07,0.09,102434,0.041,7.11,69,0,4199,2.3526
S25,P009,2024-09-24 19:00:00,17.02,0.14,82854,0.0128,6.22,60,1,1060,0.7123
S12,P004,2024-09-24 20:00:00,14.06,0.05,37839,0.039,7.28,150,0,1475,2.043
S18,P001,2024-09-24 21:00:00,12.49,0.3,62534,0.0127,4.5,170,1,794,0.6888
S5,P014,2024-09-24 22:00:00,29.13,0.05,118390,0.0433,5.9,105,0,5126,2.5166
S5,P007,2024-09-24 23:00:00,21.03,0.13,14210,0.0034,9.19,179,0,48,0.15
S9,P012,2024-09-25 00:00:00,7.39,0.18,77114,0.0365,4.14,128,1,2814,2.0412
S6,P002,2024-09-25 01:00:00,11.52,0.13,42738,0.0103,8.09,156,0,440,0.5366
S17,P013,2024-09-25 02:00:00,21.22,0.1,101543,0.0168,3.86,67,0,1705,0.9559
S2,P013,2024-09-25 03:00:00,15.66,0.21,108776,0.0228,6.05,164,0,2480,1.3096
S19,P014,2024-09-25 04:00:00,23.53,0.22,104710,0.0127,7.76,120,0,1329,0.7215
S7,P010,2024-09-25 05:00:00,12.89,0.1,101385,0.0262,7.7,44,0,2656,1.4975
S24,P009,2024-09-25 06:00:00,7.52,0.24,42377,0.0071,4.78,81,0,300,0.3657
S4,P011,2024-09-25 07:00:00,24.3,0.19,65094,0.0108,8.35,33,0,703,0.586
S7,P004,2024-09-25 08:00:00,18.31,0.17,29346,0.0046,9.33,113,0,134,0.2241
S13,P003,2024-09-25 09:00:00,12.28,0.32,74170,0.0115,8.36,56,0,852,0.6323
S20,P010,2024-09-25 10:00:00,21.51,0.31,39706,0.0322,4.17,119,0,1278,1.6924
S13,P001,2024-09-25 11:00:00,11.92,0.25,98634,0.037,6.88,88,0,3649,2.1148
S19,P015,2024-09-25 12:00:00,15.45,0.19,30858,0.0312,5.35,69,0,962,1.6001
S25,P009,2024-09-25 13:00:00,6.32,0.15,32184,0.0244,5.08,33,0,785,1.2538
S12,P002,2024-09-25 14:00:00,21.49,0.13,81977,0.0436,4.22,148,0,3574,2.454
S4,P015,2024-09-25 15:00:00,22.37,0.1,61752,0.0236,5.49,127,0,1457,1.2891
S21,P009,2024-09-25 16:00:00,27.58,0.12,65656,0.0142,6.7,47,0,932,0.775
S20,P002,2024-09-25 17:00:00,23.21,0.18,82605,0.0143,9.73,72,1,1181,0.797
S23,P007,2024-09-25 18:00:00,23.4,0.28,66168,0.0203,7.32,164,0,1343,1.1141
S24,P005,2024-09-25 19:00:00,26.1,0.29,64086,0.0343,3.54,97,0,2198,1.8857
S17,P004,2024-09-25 20:00:00,20.97,0.23,88651,0.035,9.18,24,0,3102,1.9812
S21,P005,2024-09-25 21:00:00,23.31,0.06,79209,0.0436,7.91,86,1,3453,2.4465
S11,P004,2024-09-25 22:00:00,14.24,0.21,109125,0.022,5.5,39,1,2400,1.2635
S21,P014,2024-09-25 23:00:00,26.28,0.17,44751,0.0382,5.47,63,0,1709,2.0329
S1,P014,2024-09-26 00:00:00,18.43,0.29,77731,0.0297,9.74,178,0,2308,1.6598
S22,P015,2024-09-26 01:00:00,14.47,0.12,47571,0.0262,7.35,53,0,1246,1.3984
S12,P015,2024-09-26 02:00:00,12.82,0.12,109880,0.0272,8.27,151,0,2988,1.5661
S12,P001,2024-09-26 03:00:00,19.61,0.3,32007,0.0191,6.04,129,0,611,0.9782
S8,P001,2024-09-26 04:00:00,15.36,0.21,60691,0.0277,8.07,111,0,1681,1.5129
S21,P008,2024-09-26 05:00:00,17.11,0.18,53241,0.0284,5.25,57,0,1512,1.5328
S9,P012,2024-09-26 06:00:00,28.67,0.06,117275,0.0298,4.67,53,0,3494,1.7267
S8,P010,2024-09-26 07:00:00,19.88,0.34,99345,0.0321,7.19,109,0,3188,1.8343
S6,P005,2024-09-26 08:00:00,29.69,0.07,81341,0.029,4.01,159,1,2358,1.6269
S1,P001,2024-09-26 09:00:00,24.13,0.16,88013,0.0046,8.67,139,1,404,0.2494
S10,P010,2024-09-26 10:00:00,15.57,0.31,61858,0.0446,3.66,28,0,2758,2.4478
S10,P013,2024-09-26 11:00:00,29.65,0.24,7258,0.0201,9.72,116,1,145,0.8809
S10,P003,2024-09-26 12:00:00,10.69,0.27,90998,0.021,6.92,73,0,1910,1.1865
S8,P013,2024-09-26 13:00:00,16.56,0.2,90461,0.0391,4.42,72,1,3537,2.2187
S20,P011,2024-09-26 14:00:00,16.6,0.33,59609,0.0253,9.27,41,0,1508,1.3784
S19,P001,2024-09-26 15:00:00,17.99,0.2,113536,0.0182,8.49,67,0,2066,1.0467
S23,P006,2024-09-26 16:00:00,21.56,0.07,107763,0.0388,5.08,38,0,4181,2.2355
S23,P015,2024-09-26 17:00:00,25.97,0.19,19654,0.0179,6.01,135,0,351,0.8723
S6,P014,2024-09-26 18:00:00,16.61,0.07,94080,0.0078,8.2,68,1,733,0.4341
S17,P011,2024-09-26 19:00:00,27.56,0.29,33375,0.0274,8.75,147,0,914,1.4144
S24,P011,2024-09-26 20:00:00,11.26,0.18,70745,0.0262,9.48,154,0,1853,1.4504
S14,P015,2024-09-26 21:00:00,10.27,0.29,97741,0.0044,4.05,156,1,430,0.2403
S10,P010,2024-09-26 22:00:00,19.49,0.06,103591,0.0263,10.34,143,0,2724,1.5061
S10,P009,2024-09-26 23:00:00,24.34,0.25,84131,0.0081,4.9,132,1,681,0.4468
S15,P002,2024-09-27 00:00:00,14.91,0.21,15688,0.0196,7.92,17,0,307,0.9342
S14,P004,2024-09-27 01:00:00,22.15,0.27,82157,0.0086,9.73,163,0,706,0.4741
S25,P015,2024-09-27 02:00:00,27.66,0.08,119677,0.016,7.78,18,0,1914,0.9229
S3,P005,2024-09-27 03:00:00,24.53,0.32,27662,0.0108,5.55,154,0,298,0.5398
S3,P006,2024-09-27 04:00:00,25.28,0.11,34587,0.0267,5.87,120,0,923,1.3827
S20,P008,2024-09-27 05:00:00,15.99,0.24,26858,0.0092,8.31,36,0,247,0.4566
S23,P005,2024-09-27 06:00:00,22.72,0.19,74250,0.0403,5.66,102,0,2992,2.2474
S23,P010,2024-09-27 07:00:00,17.94,0.13,26965,0.0225,3.54,43,1,606,1.1353
S19,P008,2024-09-27 08:00:00,25.83,0.17,47255,0.007,5.12,106,1,330,0.3642
S3,P012,2024-09-27 09:00:00,20.71,0.26,15500,0.0327,10.47,73,0,506,1.565
S5,P007,2024-09-27 10:00:00,10.97,0.3,5393,0.0345,6.87,118,0,186,1.4698
S20,P010,2024-09-27 11:00:00,22.44,0.29,111012,0.027,8.41,75,0,2997,1.5558
